claim_id,door_damaged,bonnet_damaged,bumper_damaged,dickey_damaged,fender_damaged,light_damaged,windshield_damaged,severity,total_parts_damaged,damage_score,estimated_repair_cost,insurance_payout
CLM008302,1,1,0,0,1,0,0,low,3,2.425,51895.64,40500.42
CLM008303,0,0,0,0,0,1,1,medium,2,4.236,48640.57,32426.11
CLM008304,0,0,1,1,0,1,0,high,3,9.692,124328.54,108622.16
CLM008305,0,1,1,0,1,1,1,high,5,10.945,82028.64,31124.34
CLM008306,0,0,1,1,0,0,0,low,2,2.002,27592.87,5532.85
CLM008307,1,0,0,0,1,1,0,medium,3,4.414,60084.72,42736.13
CLM008308,0,0,1,0,0,0,0,low,1,0.826,9842.99,0.0
CLM008309,0,1,1,1,0,1,0,high,4,8.826,140773.77,100324.73
CLM008310,0,1,1,0,0,0,0,low,2,2.233,21083.77,11205.28
CLM008311,0,0,1,0,1,0,0,medium,2,2.662,33072.22,16263.76
CLM008312,0,0,1,0,1,1,0,medium,3,5.069,50972.99,30164.44
CLM008313,1,0,0,0,1,0,0,medium,2,2.931,34974.76,21279.3
CLM008314,0,0,1,0,0,0,0,low,1,0.881,15232.47,9644.24
CLM008315,0,1,1,0,0,1,1,high,4,10.256,187868.89,138331.13
CLM008316,1,0,0,0,1,0,0,medium,2,2.499,29508.7,16061.51
CLM008317,1,0,0,0,1,0,0,medium,2,3.322,43304.14,16214.12
CLM008318,0,0,1,0,1,1,0,medium,3,3.436,47204.09,34797.16
CLM008319,0,0,1,0,0,0,0,low,1,0.784,12807.79,9202.64
CLM008320,0,0,1,0,0,0,0,low,1,0.993,9577.04,1855.71
CLM008321,0,1,1,0,1,1,0,medium,4,7.545,83157.6,73101.02
CLM008322,1,1,1,0,1,1,0,high,5,12.832,216838.8,170286.3
CLM008323,0,0,1,0,0,0,0,low,1,0.89,15013.8,11317.26
CLM008324,1,0,1,0,0,0,0,low,2,2.053,18256.79,12650.98
CLM008325,0,0,0,0,0,0,1,low,1,1.258,21690.55,4610.26
CLM008326,1,0,0,0,1,0,0,medium,2,2.966,43257.17,21952.1
CLM008327,1,0,0,0,0,1,0,high,2,4.975,51738.66,35985.03
CLM008328,0,1,0,0,0,0,0,medium,1,1.53,20091.34,13050.84
CLM008329,0,0,1,0,0,0,0,low,1,0.531,10138.35,2242.75
CLM008330,0,1,1,0,1,0,0,medium,3,3.858,50599.06,44338.3
CLM008331,0,0,1,0,1,1,0,medium,3,3.569,41696.14,28582.21
CLM008332,0,1,1,0,1,0,0,high,3,7.425,98769.33,62887.58
CLM008333,1,1,0,0,1,1,0,high,4,9.36,147602.52,131954.4
CLM008334,1,0,1,0,1,1,0,medium,4,6.74,73573.51,44784.91
CLM008335,1,0,0,0,1,0,0,low,2,1.512,15107.74,6722.0
CLM008336,0,1,1,0,0,1,0,low,3,3.156,40504.83,26991.44
CLM008337,0,0,1,0,0,0,0,low,1,1.104,13636.93,7384.67
CLM008338,1,0,0,0,1,1,0,high,3,7.944,64828.79,55100.85
CLM008339,1,0,1,0,0,1,1,medium,4,7.498,80123.53,73094.01
CLM008340,0,1,1,1,0,0,0,medium,3,5.433,91757.02,69679.75
CLM008341,0,1,1,0,1,1,0,medium,4,7.17,87244.05,75827.92
CLM008342,0,0,1,0,1,0,0,low,2,1.141,16584.87,9669.4
CLM008343,0,0,1,0,0,1,0,low,2,2.023,20553.2,11579.96
CLM008344,0,0,1,1,0,0,0,low,2,2.295,21508.25,12290.73
CLM008345,0,1,1,1,0,1,0,high,4,11.543,126280.2,100028.68
CLM008346,0,0,1,1,0,0,0,medium,2,3.506,53508.29,32551.32
CLM008347,1,1,1,0,0,1,0,high,4,9.633,173585.49,131929.69
CLM008348,0,0,1,0,0,0,0,low,1,0.992,9968.4,5636.93
CLM008349,1,1,1,0,1,1,0,high,5,14.781,189897.63,139996.33
CLM008350,0,1,1,0,1,0,0,high,3,7.374,61619.61,54569.38
CLM008351,0,1,1,0,0,1,0,medium,3,4.344,54215.58,44442.18
CLM008352,0,1,0,0,0,1,1,medium,3,5.419,58884.55,52595.59
CLM008353,0,1,1,0,1,1,0,high,4,11.824,136319.56,108391.13
CLM008354,1,0,0,1,1,0,0,low,3,2.448,27798.94,19810.45
CLM008355,0,1,1,1,0,0,0,high,3,8.488,100625.95,69068.21
CLM008356,1,1,1,1,1,1,0,high,6,17.501,223263.48,155270.31
CLM008357,0,0,1,1,0,0,0,low,2,1.72,23718.02,10180.29
CLM008358,0,1,1,0,0,0,1,high,3,10.859,177388.83,152647.67
CLM008359,1,0,0,0,0,0,0,medium,1,1.699,24582.14,19949.28
CLM008360,0,1,0,0,1,0,0,medium,2,3.494,49629.41,31122.16
CLM008361,0,0,1,0,0,0,0,low,1,0.844,14923.24,10480.16
CLM008362,1,0,0,0,0,1,0,medium,2,3.534,48147.92,41969.28
CLM008363,0,0,1,1,0,1,0,medium,3,5.96,61597.96,41060.07
CLM008364,1,0,1,0,0,0,0,low,2,2.266,23104.34,13445.75
CLM008365,0,0,1,0,0,0,0,low,1,1.074,15034.8,10548.29
CLM008366,0,1,1,0,1,0,1,high,4,10.619,161805.19,129059.87
CLM008367,0,0,1,0,0,0,0,medium,1,1.413,19851.19,7013.66
CLM008368,0,1,1,0,0,1,0,medium,3,4.681,108502.08,71835.55
CLM008369,0,0,1,1,0,0,0,low,2,1.537,21235.03,10601.74
CLM008370,1,1,0,0,1,0,0,medium,3,6.314,110149.13,73266.24
CLM008371,0,0,1,0,0,0,0,low,1,0.864,7849.21,0.0
CLM008372,0,0,1,1,0,1,0,low,3,2.223,25878.46,19882.23
CLM008373,0,0,1,0,0,1,0,high,2,5.4,52049.13,28448.26
CLM008374,0,0,1,0,1,1,0,low,3,3.192,44491.32,28910.26
CLM008375,0,1,1,0,1,1,0,medium,4,7.136,92435.0,63980.88
CLM008376,0,1,1,0,0,0,1,medium,3,6.996,95965.38,71471.41
CLM008377,0,0,1,0,1,1,1,medium,4,7.868,125936.07,103393.79
CLM008378,0,1,1,1,0,0,1,high,4,14.829,131572.83,93467.78
CLM008379,1,0,0,0,1,1,0,medium,3,3.798,41389.77,26686.21
CLM008380,1,0,1,0,0,0,0,medium,2,2.601,22962.47,14328.03
CLM008381,1,1,0,1,1,0,0,high,4,9.982,166716.51,110173.06
CLM008382,1,0,1,1,1,0,0,high,4,11.864,188044.7,160732.44
CLM008383,0,0,1,1,0,0,0,low,2,1.408,16733.82,11231.1
CLM008384,0,0,0,0,1,0,0,medium,1,1.305,18964.41,10647.38
CLM008385,0,0,1,0,1,0,0,low,2,1.546,20012.47,16184.35
CLM008386,0,0,1,0,0,0,0,low,1,0.749,9855.42,1933.78
CLM008387,0,1,1,0,1,1,1,high,5,12.837,221132.77,175464.28
CLM008388,0,0,1,1,1,1,0,medium,4,5.721,76178.62,50685.59
CLM008389,0,0,1,0,1,0,0,low,2,1.511,16187.76,11937.62
CLM008390,0,1,0,0,1,0,0,low,2,1.921,25989.9,21270.22
CLM008391,0,1,1,0,0,1,0,low,3,3.063,39522.0,32980.34
CLM008392,1,0,0,0,0,0,0,medium,1,1.748,21996.39,9476.42
CLM008393,0,0,0,0,0,1,0,medium,1,1.274,14675.57,2817.75
CLM008394,0,0,1,0,1,0,0,low,2,1.355,18227.92,13491.86
CLM008395,0,1,1,0,1,1,0,high,4,9.524,117631.63,99394.2
CLM008396,0,0,1,0,0,0,0,low,1,0.556,7420.32,321.84
CLM008397,1,0,1,1,1,0,0,medium,4,6.301,100068.46,73872.61
CLM008398,1,0,0,0,1,1,0,high,3,6.63,80469.13,54795.15
CLM008399,1,0,0,0,0,0,0,medium,1,1.411,17341.78,11134.57
CLM008400,0,0,0,1,0,1,0,low,2,2.049,31731.61,21838.61
CLM008401,1,1,1,0,0,1,0,high,4,9.448,180131.39,156233.97
CLM008402,0,0,1,0,1,1,0,high,3,7.253,74360.11,60598.04
CLM008403,0,1,1,1,0,1,0,low,4,3.853,56223.75,40837.42
CLM008404,0,0,1,0,0,0,0,low,1,1.127,14583.6,9738.3
CLM008405,0,1,1,0,1,0,0,medium,3,4.227,41612.76,32142.49
CLM008406,0,1,1,0,0,1,1,medium,4,4.447,41347.42,17267.77
CLM008407,0,1,1,0,1,1,0,high,4,10.212,147642.2,106350.61
CLM008408,0,0,1,1,0,1,0,low,3,3.934,41130.93,23582.02
CLM008409,0,0,1,1,0,0,0,medium,2,3.574,52186.95,34096.6
CLM008410,0,0,1,1,0,0,0,low,2,1.95,15122.68,0.0
CLM008411,0,0,0,1,0,0,0,low,1,0.946,8356.53,3517.41
CLM008412,1,0,0,0,1,0,0,low,2,1.596,16473.05,9590.44
CLM008413,1,0,1,0,0,0,0,low,2,1.701,26348.44,9136.08
CLM008414,0,1,1,0,1,0,0,medium,3,3.985,54681.96,46373.39
CLM008415,0,0,1,0,0,0,0,low,1,0.784,9318.97,2819.13
CLM008416,0,0,1,1,0,1,0,medium,3,4.507,57384.35,33916.35
CLM008417,1,0,0,0,1,0,0,medium,2,2.38,34268.88,25821.42
CLM008418,0,1,1,1,0,1,0,medium,4,7.569,93455.21,71888.7
CLM008419,1,0,0,1,1,1,0,medium,4,7.322,99918.69,64476.33
CLM008420,0,0,1,0,0,0,0,medium,1,1.655,12475.59,5361.72
CLM008421,1,0,0,0,0,0,0,low,1,0.839,11868.79,3654.99
CLM008422,1,0,0,0,0,0,0,low,1,0.966,9398.53,2857.33
CLM008423,0,0,1,0,0,0,0,low,1,0.885,15158.02,6084.46
CLM008424,0,0,1,0,0,1,0,high,2,5.033,62224.76,44570.76
CLM008425,0,0,0,0,1,0,0,low,1,0.703,11203.04,0.0
CLM008426,1,0,0,0,0,0,0,medium,1,1.63,20191.34,9957.27
CLM008427,0,0,1,1,0,1,0,low,3,2.856,29830.14,19123.14
CLM008428,1,0,1,1,0,0,0,medium,3,5.804,51518.59,36734.38
CLM008429,1,1,1,0,1,0,0,high,4,11.453,139220.23,115312.66
CLM008430,0,0,0,1,0,0,0,low,1,0.971,12671.43,0.0
CLM008431,1,0,1,1,0,1,0,medium,4,5.815,76445.11,64036.89
CLM008432,0,1,1,1,1,1,0,medium,5,9.435,119970.0,101937.23
CLM008433,0,0,1,1,0,1,0,medium,3,4.792,55632.12,39463.28
CLM008434,0,1,1,0,1,1,0,medium,4,4.936,84145.84,64290.05
CLM008435,0,1,1,0,1,0,0,medium,3,4.585,59662.2,50379.44
CLM008436,0,1,1,0,0,1,1,medium,4,4.697,61121.98,43926.5
CLM008437,0,0,1,0,0,0,0,low,1,0.758,7087.13,3294.14
CLM008438,0,1,1,0,1,1,0,high,4,8.908,98053.44,82756.87
CLM008439,1,0,0,0,1,0,0,low,2,1.581,17417.85,4577.17
CLM008440,1,0,0,0,0,1,0,medium,2,3.595,31276.04,21264.41
CLM008441,0,0,1,1,0,0,0,low,2,2.043,20976.43,12192.35
CLM008442,1,0,0,0,1,0,0,low,2,1.49,21355.0,6101.08
CLM008443,0,0,1,1,0,0,0,low,2,1.837,30034.91,21331.32
CLM008444,0,1,1,0,1,1,0,high,4,9.516,191116.0,154926.06
CLM008445,0,0,1,0,1,0,0,medium,2,2.7,54389.13,38393.9
CLM008446,0,1,1,0,1,1,0,medium,4,3.569,71287.5,45169.95
CLM008447,1,1,0,0,1,1,0,medium,4,6.689,68243.09,49297.44
CLM008448,0,0,1,0,0,0,0,medium,1,1.139,13042.79,0.0
CLM008449,1,0,0,0,1,1,0,medium,3,4.015,46255.22,33924.11
CLM008450,1,1,0,0,1,1,0,high,4,13.804,208463.35,181907.18
CLM008451,1,0,0,0,1,0,0,low,2,1.912,13520.67,6030.11
CLM008452,0,0,1,0,0,1,1,medium,3,4.361,59260.02,48106.02
CLM008453,1,0,1,0,1,0,0,medium,3,3.783,45995.48,31813.24
CLM008454,0,0,0,0,1,1,0,medium,2,2.916,36463.31,23215.81
CLM008455,1,0,0,0,1,0,0,low,2,1.843,24632.25,19322.0
CLM008456,1,0,0,0,1,1,0,medium,3,4.944,90399.08,81601.84
CLM008457,0,0,1,1,0,0,0,medium,2,1.831,18549.74,8205.55
CLM008458,0,0,0,0,0,1,0,low,1,1.059,13988.88,1789.26
CLM008459,0,0,1,0,0,0,0,low,1,1.158,13079.66,9247.9
CLM008460,1,1,1,0,1,1,0,high,5,12.027,266657.35,202726.23
CLM008461,0,0,0,0,0,1,0,low,1,0.858,9832.69,6091.12
CLM008462,0,0,1,1,0,0,0,medium,2,2.745,42226.62,27616.56
CLM008463,0,0,1,1,0,1,0,low,3,2.161,14723.31,10673.98
CLM008464,0,1,1,0,0,0,0,medium,2,2.796,38957.33,31568.97
CLM008465,0,1,1,0,1,0,0,medium,3,4.111,44296.83,39554.2
CLM008466,0,1,1,0,1,1,0,high,4,14.339,200816.9,131419.05
CLM008467,1,0,1,0,1,0,0,high,3,6.762,66684.38,30999.43
CLM008468,0,0,1,1,0,1,0,high,3,9.29,99502.34,55581.26
CLM008469,0,1,1,0,1,1,0,medium,4,6.566,44177.71,27991.73
CLM008470,0,1,1,0,1,0,0,medium,3,4.793,53554.52,31889.85
CLM008471,0,0,1,1,0,0,0,medium,2,3.576,57697.68,38675.51
CLM008472,0,0,1,0,0,1,0,low,2,2.222,26949.56,20219.63
CLM008473,1,0,0,0,1,0,0,low,2,1.954,18461.21,11448.8
CLM008474,1,1,0,1,1,0,0,medium,4,6.529,77269.78,55590.55
CLM008475,1,0,0,0,1,0,0,high,2,5.164,59325.42,28793.05
CLM008476,0,0,1,1,0,1,0,medium,3,3.591,44712.54,33834.57
CLM008477,1,1,1,0,1,0,0,low,4,3.422,46388.0,31648.6
CLM008478,1,1,1,0,1,0,0,low,4,4.02,47248.0,36869.0
CLM008479,1,0,0,0,1,1,0,medium,3,4.788,64070.73,43283.79
CLM008480,0,0,1,0,1,0,0,low,2,1.489,19981.58,11347.24
CLM008481,1,0,0,0,0,0,0,medium,1,1.808,20292.34,16018.44
CLM008482,0,1,1,1,1,1,0,high,5,10.991,197917.41,145669.44
CLM008483,0,1,1,0,1,1,0,medium,4,7.074,90376.16,60674.19
CLM008484,0,1,1,0,1,0,0,high,3,8.83,113508.49,75784.13
CLM008485,1,0,0,0,1,0,0,low,2,1.975,34473.02,27098.55
CLM008486,1,0,0,0,0,1,0,medium,2,3.352,38889.48,17946.72
CLM008487,1,1,0,0,0,1,0,medium,3,5.016,108120.29,73553.16
CLM008488,0,1,1,1,0,1,0,medium,4,7.009,99306.88,76966.81
CLM008489,0,0,1,0,0,0,0,low,1,0.907,13925.53,9198.72
CLM008490,0,0,1,1,0,1,1,medium,4,8.359,121051.14,95617.24
CLM008491,0,1,1,0,0,0,0,high,2,5.835,80494.16,63101.02
CLM008492,1,1,1,0,0,0,0,low,3,3.037,32770.84,25348.93
CLM008493,1,0,0,0,1,0,0,medium,2,2.807,31109.2,25619.2
CLM008494,0,0,1,1,0,1,0,medium,3,4.28,49368.11,40693.63
CLM008495,0,1,1,0,1,0,0,high,3,7.13,89583.98,74313.59
CLM008496,0,0,1,0,1,0,0,low,2,1.74,30140.31,17843.01
CLM008497,0,0,0,0,1,0,0,low,1,0.839,9258.53,0.0
CLM008498,0,0,0,0,1,1,0,medium,2,2.311,27657.81,18394.23
CLM008499,0,0,1,0,0,0,0,low,1,0.8,13812.4,8199.49
CLM008500,1,0,0,0,1,0,0,low,2,1.523,18850.97,13579.79
CLM008501,1,0,1,1,0,0,0,high,3,5.926,61753.12,41247.76
CLM008502,0,1,1,0,1,1,1,high,5,13.575,234138.56,157097.56
CLM008503,0,0,1,1,0,1,0,high,3,9.554,69114.6,39192.19
CLM008504,0,0,1,1,0,1,0,medium,3,3.851,35734.52,21086.81
CLM008505,0,1,0,0,0,1,1,medium,3,5.151,87098.97,60684.39
CLM008506,1,0,0,0,0,0,0,low,1,0.832,11222.03,6197.15
CLM008507,1,0,1,0,0,0,0,low,2,1.489,13233.32,0.0
CLM008508,0,0,1,0,1,0,0,low,2,2.021,27163.24,19427.49
CLM008509,1,0,0,0,1,0,0,low,2,1.649,24996.13,17927.08
CLM008510,1,1,1,0,1,0,0,high,4,12.29,157857.62,98463.82
CLM008511,0,0,1,0,0,0,0,low,1,0.722,7795.58,5160.32
CLM008512,1,0,0,0,1,0,1,high,3,8.114,145060.93,104393.35
CLM008513,0,0,1,0,0,1,0,low,2,1.993,22524.22,12341.42
CLM008514,0,0,1,1,0,1,0,low,3,2.938,44862.4,36330.45
CLM008515,0,0,1,0,0,0,0,low,1,0.822,10654.29,4470.53
CLM008516,0,1,1,0,0,1,0,medium,3,5.587,94933.7,62348.24
CLM008517,1,1,0,0,1,1,0,high,4,10.092,164130.16,136680.48
CLM008518,0,0,1,0,0,1,0,medium,2,2.688,45026.75,34426.04
CLM008519,0,0,1,1,0,0,0,medium,2,3.083,55961.84,34507.36
CLM008520,0,1,1,1,1,0,0,high,4,11.079,118151.24,85200.73
CLM008521,1,0,0,0,1,0,0,medium,2,2.704,42595.8,30257.21
CLM008522,0,1,1,0,1,1,0,high,4,10.065,139393.94,83881.76
CLM008523,0,0,1,1,0,0,0,medium,2,3.1,45688.69,20209.9
CLM008524,0,1,1,0,1,1,0,high,4,10.279,119405.69,104507.55
CLM008525,0,0,1,0,0,0,0,low,1,0.739,11999.28,7081.23
CLM008526,1,0,1,0,0,0,0,low,2,2.201,19966.26,13863.53
CLM008527,0,0,1,1,0,0,0,low,2,1.778,23589.62,3840.44
CLM008528,1,0,1,1,1,0,1,high,5,10.657,223360.23,148773.21
CLM008529,0,0,1,1,0,1,0,medium,3,5.215,38622.67,29489.66
CLM008530,0,0,1,0,0,0,0,low,1,0.683,9207.55,0.0
CLM008531,0,0,1,1,0,0,0,low,2,1.618,12726.04,277.13
CLM008532,0,0,1,1,0,1,0,low,3,3.734,29497.88,22823.15
CLM008533,0,0,0,0,1,1,0,low,2,1.438,16359.93,10853.32
CLM008534,0,0,1,1,1,1,0,high,4,8.269,99499.84,72800.35
CLM008535,0,1,1,0,0,0,1,medium,3,7.103,123204.75,97817.4
CLM008536,0,0,1,1,0,1,0,medium,3,4.572,65557.54,54965.34
CLM008537,0,0,1,0,0,0,0,low,1,0.693,9163.85,638.78
CLM008538,0,1,1,0,0,1,0,high,3,8.598,127299.05,93945.63
CLM008539,0,0,1,1,1,0,0,high,3,7.066,74602.09,67569.33
CLM008540,0,0,1,1,0,0,0,high,2,5.701,63936.64,17219.93
CLM008541,0,0,1,0,0,0,1,low,2,1.915,23394.37,18452.22
CLM008542,0,1,1,1,1,0,0,high,4,9.791,160088.43,116604.33
CLM008543,1,0,0,0,1,1,0,medium,3,5.353,77345.58,58094.65
CLM008544,0,0,1,1,0,1,0,medium,3,4.811,55478.44,39580.9
CLM008545,1,1,1,0,0,1,0,high,4,13.129,142918.45,101667.21
CLM008546,1,0,1,0,1,0,0,high,3,6.491,82047.06,65051.18
CLM008547,0,0,1,0,1,1,0,low,3,3.354,39249.69,32030.74
CLM008548,0,0,1,1,1,1,0,medium,4,5.907,68053.09,46964.57
CLM008549,1,0,1,0,1,0,0,medium,3,4.209,65057.48,43186.42
CLM008550,0,1,1,0,0,1,1,medium,4,5.344,89557.35,63289.75
CLM008551,0,1,1,0,1,1,0,medium,4,5.322,79649.17,64665.11
CLM008552,0,0,1,1,0,1,0,medium,3,4.059,33332.75,18527.27
CLM008553,1,1,1,1,0,1,1,high,6,25.428,403554.87,284213.06
CLM008554,0,1,1,0,0,1,0,medium,3,5.591,101197.7,78568.81
CLM008555,0,0,1,1,0,0,0,low,2,1.87,22885.9,8043.21
CLM008556,0,1,1,0,1,0,0,high,3,6.901,68246.02,52998.18
CLM008557,0,1,1,1,0,1,0,high,4,13.163,163221.31,144305.24
CLM008558,1,1,1,1,0,1,0,high,5,10.74,161931.36,141454.76
CLM008559,0,0,1,1,0,0,0,low,2,2.828,39558.0,33564.82
CLM008560,0,0,1,0,1,1,0,low,3,2.351,22551.59,13690.87
CLM008561,0,1,1,0,1,1,0,high,4,7.528,65000.89,36885.75
CLM008562,0,0,1,0,0,1,1,medium,3,6.259,100003.82,76451.69
CLM008563,0,0,1,1,1,0,0,low,3,2.111,29012.97,17716.4
CLM008564,0,0,1,0,0,0,0,low,1,0.892,9932.15,0.0
CLM008565,1,1,1,1,0,1,0,medium,5,9.538,188928.35,147723.9
CLM008566,0,1,0,0,0,1,0,low,2,1.511,22477.82,14330.77
CLM008567,0,1,1,0,1,1,0,high,4,10.499,168618.14,134241.97
CLM008568,0,0,1,1,0,0,0,low,2,1.978,15122.71,0.0
CLM008569,0,0,1,1,0,1,0,medium,3,3.942,33872.26,23135.21
CLM008570,1,0,0,0,1,1,0,medium,3,4.692,40296.89,21801.53
CLM008571,0,1,1,0,1,0,0,high,3,8.706,158121.24,111556.59
CLM008572,0,1,1,0,0,0,0,medium,2,3.427,37204.53,26985.5
CLM008573,1,0,1,0,1,1,0,high,4,10.157,90872.19,66159.9
CLM008574,0,0,1,1,0,0,0,low,2,1.992,37076.73,18303.24
CLM008575,0,1,0,1,0,1,1,medium,4,8.676,181378.99,139695.6
CLM008576,0,1,1,0,1,1,0,high,4,13.181,213274.93,174374.39
CLM008577,0,0,1,1,0,0,0,low,2,2.076,29245.44,19559.35
CLM008578,1,0,0,0,1,1,0,medium,3,4.488,44927.17,30621.09
CLM008579,0,0,1,0,0,0,0,low,1,0.735,12041.09,0.0
CLM008580,0,1,1,0,0,1,0,low,3,2.682,39813.32,31485.72
CLM008581,0,0,1,0,0,0,0,low,1,1.158,14452.52,7380.13
CLM008582,0,1,1,0,1,1,0,medium,4,4.918,67604.49,53285.73
CLM008583,0,1,0,0,0,1,0,low,2,2.487,41458.9,32562.64
CLM008584,0,0,1,1,0,1,0,medium,3,4.073,57670.06,50733.06
CLM008585,0,0,1,0,0,0,0,low,1,1.092,19499.78,8047.94
CLM008586,1,1,1,1,0,1,0,medium,5,8.769,111155.48,75191.15
CLM008587,1,0,0,0,1,1,0,high,3,8.565,94873.2,60421.22
CLM008588,1,0,0,0,0,0,0,low,1,0.871,11526.6,1776.11
CLM008589,0,0,1,0,0,1,0,medium,2,2.603,28271.48,23703.58
CLM008590,1,0,0,0,1,0,0,medium,2,3.517,28975.48,24338.3
CLM008591,0,0,1,0,0,0,0,low,1,1.027,9410.54,0.0
CLM008592,0,0,1,0,1,0,0,medium,2,2.222,28438.01,22273.62
CLM008593,0,0,1,0,0,0,0,medium,1,1.259,13756.02,7650.49
CLM008594,1,0,1,0,1,1,0,high,4,8.348,88220.85,70923.9
CLM008595,0,0,1,1,0,1,0,medium,3,4.327,40636.33,32950.73
CLM008596,0,1,1,0,0,0,0,medium,2,3.098,38017.89,33237.43
CLM008597,1,0,0,0,1,1,0,medium,3,4.486,65615.79,58474.17
CLM008598,0,1,1,0,0,0,0,low,2,2.601,17342.68,9299.71
CLM008599,1,0,0,0,1,1,0,high,3,7.525,97403.57,45407.34
CLM008600,1,0,0,0,1,1,0,high,3,7.868,54296.64,41285.26
CLM008601,1,0,0,0,1,1,0,medium,3,4.445,40595.25,32244.39
CLM008602,0,0,1,1,0,1,0,medium,3,5.45,74872.41,42888.0
CLM008603,0,1,1,1,0,1,0,low,4,3.396,59161.86,47269.68
CLM008604,1,1,1,0,1,0,1,high,5,14.402,222860.5,194126.92
CLM008605,0,0,1,0,1,1,0,high,3,5.359,45730.46,32705.58
CLM008606,0,0,0,1,0,0,0,low,1,0.981,21192.92,14662.97
CLM008607,1,0,0,0,1,1,0,medium,3,4.38,45852.79,23581.57
CLM008608,0,0,0,0,1,0,0,low,1,0.58,7251.28,3381.45
CLM008609,1,0,0,0,0,0,0,low,1,0.926,15771.08,11354.07
CLM008610,1,1,1,0,0,0,0,low,3,2.867,39259.96,22548.74
CLM008611,0,0,0,1,0,0,0,low,1,1.171,11640.29,1939.63
CLM008612,1,0,0,0,1,0,0,low,2,1.894,24032.41,7415.82
CLM008613,1,0,0,0,1,0,0,low,2,1.95,28370.3,20732.93
CLM008614,0,0,1,0,1,1,1,low,4,3.151,48558.71,42523.24
CLM008615,0,1,1,0,1,1,0,high,4,11.043,128709.65,118765.05
CLM008616,0,0,1,0,0,0,0,low,1,0.742,9469.06,5790.42
CLM008617,0,0,0,0,0,1,0,low,1,1.018,12792.82,0.0
CLM008618,0,1,1,1,0,1,0,medium,4,6.85,106287.51,77283.46
CLM008619,0,0,1,0,1,0,0,low,2,1.483,20748.88,9385.52
CLM008620,0,1,1,0,0,0,0,medium,2,2.901,32937.9,19845.35
CLM008621,0,0,0,0,1,0,0,low,1,0.958,11312.32,2957.52
CLM008622,1,0,0,0,1,0,0,medium,2,2.478,38852.03,27728.15
CLM008623,1,0,0,0,0,1,0,low,2,1.801,27047.28,15921.89
CLM008624,1,0,0,0,1,0,0,low,2,1.778,19450.4,3234.51
CLM008625,0,0,1,0,1,0,0,low,2,1.661,19261.83,3566.48
CLM008626,0,0,1,0,0,0,1,low,2,2.441,37205.33,27770.82
CLM008627,0,0,1,0,0,0,0,low,1,1.099,9014.33,4548.34
CLM008628,1,0,0,0,0,1,0,low,2,1.86,18722.8,10257.99
CLM008629,1,0,1,0,0,0,0,low,2,2.051,30574.1,20259.22
CLM008630,0,1,1,0,1,1,0,high,4,7.628,109548.53,67701.23
CLM008631,1,0,1,0,1,0,0,medium,3,2.663,38316.26,27058.57
CLM008632,0,1,1,0,1,0,1,high,4,11.264,282280.36,233802.71
CLM008633,1,0,0,0,1,1,0,medium,3,5.158,81020.37,67301.47
CLM008634,1,0,1,0,1,0,0,low,3,2.628,23194.37,19347.55
CLM008635,0,0,1,0,0,0,0,medium,1,1.104,14344.05,6526.14
CLM008636,0,0,1,1,0,0,0,low,2,1.827,18189.96,8920.63
CLM008637,0,0,0,0,1,1,0,medium,2,2.803,41430.05,34975.54
CLM008638,0,0,1,0,1,0,0,low,2,1.609,23423.2,15124.9
CLM008639,1,0,1,0,1,1,0,medium,4,6.027,57734.91,31619.25
CLM008640,1,0,0,0,0,0,0,low,1,1.216,11835.28,0.94
CLM008641,0,0,1,0,1,0,0,medium,2,2.672,30955.03,18306.5
CLM008642,0,1,1,0,1,1,0,high,4,10.431,111096.95,90292.66
CLM008643,1,0,0,0,1,0,0,high,2,6.219,70134.36,44178.26
CLM008644,0,1,1,0,1,1,0,medium,4,7.609,157127.23,129219.9
CLM008645,0,0,1,0,1,1,0,high,3,6.548,90176.82,67129.51
CLM008646,1,0,0,0,1,1,0,high,3,9.68,109991.83,79278.47
CLM008647,0,0,1,0,0,0,0,low,1,0.704,7779.78,5225.83
CLM008648,0,1,1,0,1,1,0,high,4,8.296,86101.19,63204.61
CLM008649,0,0,1,1,0,0,0,low,2,2.429,24518.26,20664.1
CLM008650,1,0,1,0,1,0,0,medium,3,4.38,43915.26,36139.2
CLM008651,1,0,0,1,1,1,0,high,4,12.768,225379.8,155301.43
CLM008652,0,0,0,0,1,0,0,low,1,0.9,10829.96,0.0
CLM008653,0,1,0,0,0,1,1,high,3,9.643,149103.14,104992.19
CLM008654,0,1,1,0,1,0,0,medium,3,5.611,86022.01,70342.24
CLM008655,0,0,1,1,0,1,0,medium,3,5.134,52371.34,44417.33
CLM008656,0,0,1,1,0,1,0,medium,3,4.423,95416.15,80576.24
CLM008657,0,1,1,1,1,1,0,high,5,13.193,162686.75,141190.36
CLM008658,0,1,1,0,0,0,0,medium,2,3.369,75194.68,65154.87
CLM008659,1,0,1,0,1,0,0,low,3,2.589,38280.62,25241.89
CLM008660,1,0,0,0,1,1,1,high,4,11.487,197848.79,140532.15
CLM008661,1,0,1,0,1,0,0,medium,3,3.703,64579.08,55559.24
CLM008662,0,1,1,0,0,0,0,low,2,1.785,30122.85,25010.4
CLM008663,0,1,1,0,0,1,0,high,3,6.619,127922.53,91230.41
